,Student ID,student_name,gender,grade,school_name,reading_score,math_score
27503,27503,Wendy Spears,F,11th,Rodriguez High School,71,63
27504,27504,Timothy Jones,M,10th,Rodriguez High School,74,90
27505,27505,Joe Wheeler,M,11th,Rodriguez High School,89,59
27506,27506,Natasha Anderson,F,12th,Rodriguez High School,83,73
27507,27507,Jennifer Morse,F,9th,Rodriguez High School,73,97
27508,27508,Emily Scott,F,11th,Rodriguez High School,73,66
27509,27509,Julia Miller,F,12th,Rodriguez High School,77,63
27510,27510,David Reyes,M,12th,Rodriguez High School,63,62
27511,27511,Elizabeth Buck,F,9th,Rodriguez High School,73,79
27512,27512,Casey Pham,M,11th,Rodriguez High School,93,81
27513,27513,Patrick Miles,M,11th,Rodriguez High School,63,92
27514,27514,Taylor West,F,10th,Rodriguez High School,82,91
27515,27515,Colin Jenkins,M,9th,Rodriguez High School,72,84
27516,27516,Stephen Kelley,M,9th,Rodriguez High School,75,58
27517,27517,Jason Malone,M,10th,Rodriguez High School,86,85
27518,27518,David Miller,M,10th,Rodriguez High School,99,58
27519,27519,Thomas Harris,M,11th,Rodriguez High School,69,99
27520,27520,Debbie Walker,F,10th,Rodriguez High School,77,59
27521,27521,Virginia Potts,F,12th,Rodriguez High School,91,99
27522,27522,Jeffrey Black,M,12th,Rodriguez High School,91,81
27523,27523,Melissa Lowe,F,10th,Rodriguez High School,77,74
27524,27524,Mckenzie Miller,F,10th,Rodriguez High School,81,69
27525,27525,Brian Blanchard,M,12th,Rodriguez High School,80,68
27526,27526,Kevin Johnson,M,10th,Rodriguez High School,67,98
27527,27527,Dana Hammond,F,9th,Rodriguez High School,81,84
27528,27528,Kimberly Oliver,F,11th,Rodriguez High School,90,68
27529,27529,Tyrone Tucker,M,10th,Rodriguez High School,65,84
27530,27530,John Bray,M,9th,Rodriguez High School,63,95
27531,27531,Bernard Key,M,9th,Rodriguez High School,94,90
27532,27532,Peter Kaiser,M,12th,Rodriguez High School,87,83
27533,27533,Alexis Vazquez,F,11th,Rodriguez High School,93,84
27534,27534,Benjamin Hill,M,9th,Rodriguez High School,76,84
27535,27535,Victoria Martin,F,9th,Rodriguez High School,86,85
27536,27536,Danielle Estrada,F,12th,Rodriguez High School,76,81
27537,27537,Jennifer Ryan,F,9th,Rodriguez High School,68,94
27538,27538,Christopher Horton,M,9th,Rodriguez High School,98,78
27539,27539,David Taylor,M,10th,Rodriguez High School,72,94
27540,27540,Carla Reynolds,F,11th,Rodriguez High School,96,71
27541,27541,Edward Holmes,M,10th,Rodriguez High School,99,62
27542,27542,Sarah Boyd,F,10th,Rodriguez High School,66,92
27543,27543,Sherry Smith,F,12th,Rodriguez High School,96,71
27544,27544,Damon Petty,M,12th,Rodriguez High School,74,99
27545,27545,Christopher Stephens,M,11th,Rodriguez High School,97,66
27546,27546,Danny Simmons,M,10th,Rodriguez High School,84,65
27547,27547,Mary Brown,F,9th,Rodriguez High School,92,77
27548,27548,Edwin Newman,M,12th,Rodriguez High School,81,88
27549,27549,Kathleen Thomas,F,11th,Rodriguez High School,77,98
27550,27550,Paula Benton,F,12th,Rodriguez High School,85,60
27551,27551,Andrew Newton,M,10th,Rodriguez High School,90,75
27552,27552,Justin Marsh,M,10th,Rodriguez High School,95,80
27553,27553,Jamie King,M,11th,Rodriguez High School,95,78
27554,27554,Kelsey Smith,F,11th,Rodriguez High School,65,73
27555,27555,Daniel Johnson,M,12th,Rodriguez High School,71,65
27556,27556,Robert Singh,M,11th,Rodriguez High School,65,92
27557,27557,John Ruiz,M,9th,Rodriguez High School,69,91
27558,27558,Shannon Mata,F,9th,Rodriguez High School,82,84
27559,27559,Darlene Quinn,F,12th,Rodriguez High School,81,86
27560,27560,Patricia Sanders,F,9th,Rodriguez High School,64,76
27561,27561,Ashley Cunningham,F,9th,Rodriguez High School,65,85
27562,27562,Rachel Willis,F,10th,Rodriguez High School,92,63
27563,27563,Stephanie Johnson,F,10th,Rodriguez High School,65,64
27564,27564,Chad Mcguire,M,9th,Rodriguez High School,88,88
27565,27565,Alex Christensen,M,9th,Rodriguez High School,78,70
27566,27566,Angela Cooper,F,11th,Rodriguez High School,85,57
27567,27567,Mark Jimenez,M,10th,Rodriguez High School,66,96
27568,27568,Rebecca Brown,F,10th,Rodriguez High School,69,58
27569,27569,Michael Bates,M,11th,Rodriguez High School,64,67
27570,27570,Erika Patel,F,11th,Rodriguez High School,91,71
27571,27571,Joseph King,M,10th,Rodriguez High School,87,93
27572,27572,Tiffany Turner,F,11th,Rodriguez High School,71,65
27573,27573,Diana Smith,F,9th,Rodriguez High School,83,63
27574,27574,Angela Murillo,F,12th,Rodriguez High School,80,98
27575,27575,Matthew Harris,M,9th,Rodriguez High School,93,81
27576,27576,Melissa Boyer,F,9th,Rodriguez High School,96,85
27577,27577,Christopher Martin,M,11th,Rodriguez High School,90,68
27578,27578,Travis Cross,M,9th,Rodriguez High School,65,57
27579,27579,Mark Sanchez,M,12th,Rodriguez High School,95,73
27580,27580,Gregory Lawrence,M,11th,Rodriguez High School,92,96
27581,27581,Rebecca Norman,F,12th,Rodriguez High School,95,92
27582,27582,Amanda Santos,F,9th,Rodriguez High School,78,63
27583,27583,Lori Cross,F,11th,Rodriguez High School,72,73
27584,27584,Alan Kim,M,11th,Rodriguez High School,86,73
27585,27585,Gregory Hughes,M,12th,Rodriguez High School,66,69
27586,27586,Erin Gilbert,F,10th,Rodriguez High School,68,60
27587,27587,Nina Oconnor,F,12th,Rodriguez High School,71,94
27588,27588,James Norton,M,11th,Rodriguez High School,67,74
27589,27589,Jennifer Mccann,F,10th,Rodriguez High School,67,72
27590,27590,Monica Johnson,F,10th,Rodriguez High School,72,92
27591,27591,Karen Hernandez,F,12th,Rodriguez High School,77,74
27592,27592,Kelli Bruce,F,9th,Rodriguez High School,88,93
27593,27593,Brittany Robertson,F,9th,Rodriguez High School,75,95
27594,27594,Jeffrey Conway,M,9th,Rodriguez High School,86,58
27595,27595,Shannon Holmes,F,9th,Rodriguez High School,87,87
27596,27596,Joseph Mcdaniel,M,11th,Rodriguez High School,68,78
27597,27597,Joseph Meyers,M,9th,Rodriguez High School,99,90
27598,27598,Megan Navarro,F,9th,Rodriguez High School,77,95
27599,27599,Christian Garcia,M,10th,Rodriguez High School,83,89
27600,27600,Stacy Dillon,F,12th,Rodriguez High School,93,63
27601,27601,Jennifer Jackson,F,10th,Rodriguez High School,71,76
27602,27602,Nicholas Clarke,M,9th,Rodriguez High School,87,82
27603,27603,Adrienne Jackson,F,11th,Rodriguez High School,75,94
27604,27604,Amber White,F,10th,Rodriguez High School,84,61
27605,27605,Dennis Pineda,M,10th,Rodriguez High School,93,72
27606,27606,Edward Conner,M,10th,Rodriguez High School,78,75
27607,27607,David Howard,M,11th,Rodriguez High School,72,56
27608,27608,Dana Mills,F,12th,Rodriguez High School,78,87
27609,27609,Denise Cardenas,F,10th,Rodriguez High School,67,87
27610,27610,Donna Navarro,F,10th,Rodriguez High School,98,87
27611,27611,Bruce Nelson,M,9th,Rodriguez High School,80,98
27612,27612,Richard Perez,M,12th,Rodriguez High School,92,66
27613,27613,Manuel Chandler,M,11th,Rodriguez High School,98,66
27614,27614,Jeffrey Hernandez,M,9th,Rodriguez High School,83,89
27615,27615,Charles Jenkins,M,10th,Rodriguez High School,63,65
27616,27616,Jeffrey Castro,M,10th,Rodriguez High School,65,93
27617,27617,Kara Weber,F,9th,Rodriguez High School,95,76
27618,27618,Eric Arias,M,10th,Rodriguez High School,99,84
27619,27619,Sara Werner,F,9th,Rodriguez High School,80,98
27620,27620,Lawrence Quinn,M,12th,Rodriguez High School,88,71
27621,27621,Samantha Reid,F,10th,Rodriguez High School,80,72
27622,27622,Devon Conley,M,9th,Rodriguez High School,71,63
27623,27623,Michael Schmidt,M,11th,Rodriguez High School,68,92
27624,27624,Andrew Chambers,M,9th,Rodriguez High School,76,77
27625,27625,Amanda Morales,F,12th,Rodriguez High School,80,88
27626,27626,Jerome Henderson,M,10th,Rodriguez High School,96,98
27627,27627,Sarah Andrews,F,9th,Rodriguez High School,99,85
27628,27628,Alexandra Newman,F,12th,Rodriguez High School,68,92
27629,27629,Jeremiah Henderson,M,9th,Rodriguez High School,70,68
27630,27630,David Li,M,11th,Rodriguez High School,73,87
27631,27631,Daniel Newman,M,10th,Rodriguez High School,77,60
27632,27632,Danielle Lopez,F,12th,Rodriguez High School,64,69
27633,27633,Virginia Jordan,F,11th,Rodriguez High School,83,74
27634,27634,Sara Smith,F,11th,Rodriguez High School,67,84
27635,27635,Rebecca Stout,F,10th,Rodriguez High School,71,93
27636,27636,Jennifer Watts,F,9th,Rodriguez High School,95,88
27637,27637,Danielle Davis,F,10th,Rodriguez High School,81,79
27638,27638,Amy Rosales,F,11th,Rodriguez High School,85,62
27639,27639,Melissa Smith,F,10th,Rodriguez High School,86,75
27640,27640,Cody Allen,M,10th,Rodriguez High School,72,70
27641,27641,Ashley Soto,F,11th,Rodriguez High School,64,62
27642,27642,Dylan Campbell,M,11th,Rodriguez High School,72,82
27643,27643,Beverly Garza,F,9th,Rodriguez High School,75,85
27644,27644,Kelly Clark,F,12th,Rodriguez High School,83,94
27645,27645,Elizabeth Nichols,F,9th,Rodriguez High School,97,73
27646,27646,Norma Koch,F,10th,Rodriguez High School,98,61
27647,27647,Christina Reed,F,12th,Rodriguez High School,68,99
27648,27648,Selena Anderson,F,10th,Rodriguez High School,78,72
27649,27649,Victor Smith,M,11th,Rodriguez High School,91,57
27650,27650,Lisa Velasquez,F,11th,Rodriguez High School,89,99
27651,27651,Emily Soto,F,11th,Rodriguez High School,64,84
27652,27652,Timothy Harvey,M,12th,Rodriguez High School,71,84
27653,27653,Joseph Wood,M,9th,Rodriguez High School,79,75
27654,27654,Robert Gray,M,12th,Rodriguez High School,93,96
27655,27655,Albert Wilson,M,11th,Rodriguez High School,70,59
27656,27656,Angela Johnson,F,10th,Rodriguez High School,66,84
27657,27657,Janet Harrington,F,10th,Rodriguez High School,95,84
27658,27658,Ronald Davis,M,12th,Rodriguez High School,85,75
27659,27659,Mary Miller,F,9th,Rodriguez High School,97,72
27660,27660,Jessica Davis,F,11th,Rodriguez High School,95,85
27661,27661,Paige Harvey,F,9th,Rodriguez High School,67,61
27662,27662,Rachel Cox,F,10th,Rodriguez High School,81,61
27663,27663,Brian Bryan,M,9th,Rodriguez High School,69,74
27664,27664,Lisa Le,F,10th,Rodriguez High School,73,82
27665,27665,James Grant,M,9th,Rodriguez High School,65,82
27666,27666,Dawn Snow,F,10th,Rodriguez High School,66,91
27667,27667,Adam Diaz,M,11th,Rodriguez High School,85,59
27668,27668,Sara Huynh,F,9th,Rodriguez High School,80,60
27669,27669,Jill Cook,F,12th,Rodriguez High School,67,79
27670,27670,Joel Richard,M,11th,Rodriguez High School,84,68
27671,27671,Justin Simmons,M,12th,Rodriguez High School,71,72
27672,27672,Paula Ryan,F,9th,Rodriguez High School,82,83
27673,27673,Brian Wilson,M,11th,Rodriguez High School,79,74
27674,27674,Ronald Maxwell,M,12th,Rodriguez High School,97,87
27675,27675,Jennifer Boyd,F,9th,Rodriguez High School,83,65
27676,27676,Dorothy Crosby,F,12th,Rodriguez High School,72,61
27677,27677,Jay Baker,M,9th,Rodriguez High School,80,56
27678,27678,Steven Williams,M,9th,Rodriguez High School,65,95
27679,27679,Lisa Johnson,F,11th,Rodriguez High School,89,85
27680,27680,Tracy Blankenship,F,11th,Rodriguez High School,83,80
27681,27681,Jennifer Schroeder,F,10th,Rodriguez High School,82,80
27682,27682,Joseph Medina,M,10th,Rodriguez High School,70,94
27683,27683,Patrick Griffin,M,10th,Rodriguez High School,84,95
27684,27684,Danny Allen,M,10th,Rodriguez High School,70,77
27685,27685,Jessica Wade,F,9th,Rodriguez High School,82,57
27686,27686,Kaitlyn Meyer,F,9th,Rodriguez High School,92,70
27687,27687,Ashley Carter,F,9th,Rodriguez High School,86,64
27688,27688,Monica Dean,F,12th,Rodriguez High School,73,85
27689,27689,Diane Perkins,F,12th,Rodriguez High School,74,99
27690,27690,Troy Harrison,M,10th,Rodriguez High School,99,97
27691,27691,Kevin Martinez,M,12th,Rodriguez High School,81,85
27692,27692,Lauren Michael,F,12th,Rodriguez High School,64,90
27693,27693,Shane Ross,M,12th,Rodriguez High School,91,85
27694,27694,Eric Bennett,M,10th,Rodriguez High School,64,73
27695,27695,Sandra Johnson,F,12th,Rodriguez High School,84,81
27696,27696,Brenda Myers,F,10th,Rodriguez High School,77,64
27697,27697,Gregory Wilson,M,11th,Rodriguez High School,76,82
27698,27698,Louis Davidson,M,11th,Rodriguez High School,78,55
27699,27699,Nicholas Bryan,M,9th,Rodriguez High School,94,97
27700,27700,Daniel Martin,M,10th,Rodriguez High School,93,94
27701,27701,Derek Nolan,M,12th,Rodriguez High School,71,95
27702,27702,Sandra Duncan,F,12th,Rodriguez High School,96,98
27703,27703,Ruben Williams,M,10th,Rodriguez High School,75,63
27704,27704,Samantha Johnson,F,12th,Rodriguez High School,74,57
27705,27705,Lisa Joyce,F,11th,Rodriguez High School,68,86
27706,27706,Allen Reyes,M,10th,Rodriguez High School,99,67
27707,27707,Guy Salinas,M,10th,Rodriguez High School,80,57
27708,27708,Erik Wilson,M,10th,Rodriguez High School,72,77
27709,27709,Michael Lopez,M,9th,Rodriguez High School,85,88
27710,27710,Alexander Pierce,M,11th,Rodriguez High School,66,64
27711,27711,Veronica Wiley,F,12th,Rodriguez High School,77,84
27712,27712,Katie Alvarado,F,12th,Rodriguez High School,73,68
27713,27713,Krystal Crosby,F,12th,Rodriguez High School,98,58
27714,27714,Rebecca Gray,F,9th,Rodriguez High School,92,89
27715,27715,Alexandra Taylor,F,9th,Rodriguez High School,98,97
27716,27716,Paul Mullins,M,10th,Rodriguez High School,78,59
27717,27717,Travis Mcintyre,M,11th,Rodriguez High School,67,66
27718,27718,Kelsey Marshall,F,9th,Rodriguez High School,71,67
27719,27719,Michael David,M,10th,Rodriguez High School,80,67
27720,27720,Ethan Lee,M,11th,Rodriguez High School,74,81
27721,27721,Robert Conley,M,11th,Rodriguez High School,89,59
27722,27722,Tracy Dean,F,9th,Rodriguez High School,65,80
27723,27723,Tonya Gardner,F,11th,Rodriguez High School,82,68
27724,27724,Jacob Brown,M,12th,Rodriguez High School,82,60
27725,27725,Laura Carrillo,F,11th,Rodriguez High School,86,73
27726,27726,Heidi Perez,F,11th,Rodriguez High School,94,61
27727,27727,Christopher Rosario,M,9th,Rodriguez High School,70,88
27728,27728,Melinda Miller,F,9th,Rodriguez High School,66,65
27729,27729,Jaime Salas,F,10th,Rodriguez High School,74,97
27730,27730,Andrea Clarke,F,9th,Rodriguez High School,88,78
27731,27731,Maria Simmons,F,9th,Rodriguez High School,97,82
27732,27732,Alan Hunter,M,11th,Rodriguez High School,70,64
27733,27733,Connor Daniel,M,10th,Rodriguez High School,88,83
27734,27734,Sandra Perkins,F,9th,Rodriguez High School,65,68
27735,27735,Austin Willis,M,11th,Rodriguez High School,67,93
27736,27736,Sara Mata,F,9th,Rodriguez High School,68,89
27737,27737,Cristian Smith,M,11th,Rodriguez High School,78,57
27738,27738,Russell Booth,M,11th,Rodriguez High School,84,58
27739,27739,Duane Roberts,M,9th,Rodriguez High School,69,76
27740,27740,Rachel Ford,F,9th,Rodriguez High School,81,94
27741,27741,Lisa Hernandez,F,10th,Rodriguez High School,75,93
27742,27742,Kimberly Walsh,F,9th,Rodriguez High School,83,61
27743,27743,Timothy Johnson,M,11th,Rodriguez High School,70,93
27744,27744,Eric Odonnell,M,11th,Rodriguez High School,99,60
27745,27745,Tammy Sanchez,F,11th,Rodriguez High School,86,76
27746,27746,George Caldwell,M,10th,Rodriguez High School,65,55
27747,27747,Jon Flores II,M,11th,Rodriguez High School,82,67
27748,27748,Ebony Richardson,F,11th,Rodriguez High School,76,67
27749,27749,Melanie Joseph,F,10th,Rodriguez High School,89,99
27750,27750,Kevin Reed,M,10th,Rodriguez High School,65,99
27751,27751,Tammy Daniel,F,11th,Rodriguez High School,66,89
27752,27752,Charles Hamilton,M,12th,Rodriguez High School,88,99
27753,27753,Katherine Nguyen,F,10th,Rodriguez High School,73,86
27754,27754,Wayne Hill,M,11th,Rodriguez High School,96,79
27755,27755,Angela Branch,F,9th,Rodriguez High School,63,73
27756,27756,Amanda Perry,F,11th,Rodriguez High School,65,62
27757,27757,Jessica Marshall,F,9th,Rodriguez High School,93,56
27758,27758,Edward Brock,M,12th,Rodriguez High School,88,65
27759,27759,Lisa Lyons,F,9th,Rodriguez High School,72,83
27760,27760,Dawn Lamb,F,10th,Rodriguez High School,92,76
27761,27761,Benjamin Hall,M,12th,Rodriguez High School,90,56
27762,27762,Dylan Thornton,M,11th,Rodriguez High School,63,59
27763,27763,Ronald Smith,M,10th,Rodriguez High School,71,56
27764,27764,Rachel Moss,F,9th,Rodriguez High School,87,92
27765,27765,Kristie Morse,F,10th,Rodriguez High School,93,63
27766,27766,Tracey Stanley,F,12th,Rodriguez High School,69,96
27767,27767,Matthew Blankenship,M,11th,Rodriguez High School,86,67
27768,27768,Anthony Gates,M,12th,Rodriguez High School,63,67
27769,27769,Andrew Smith,M,9th,Rodriguez High School,80,66
27770,27770,Connie Henry,F,11th,Rodriguez High School,71,97
27771,27771,Nathaniel Curry,M,12th,Rodriguez High School,65,99
27772,27772,Dawn Meza,F,11th,Rodriguez High School,82,77
27773,27773,Melissa Austin,F,12th,Rodriguez High School,65,94
27774,27774,Matthew Roberts,M,11th,Rodriguez High School,76,99
27775,27775,Roger Jimenez,M,9th,Rodriguez High School,82,60
27776,27776,Barbara Williams,F,12th,Rodriguez High School,79,76
27777,27777,Emily Johnson,F,9th,Rodriguez High School,78,65
27778,27778,James Maxwell,M,10th,Rodriguez High School,76,73
27779,27779,Laurie Decker,F,12th,Rodriguez High School,79,74
27780,27780,Sarah Johnson,F,9th,Rodriguez High School,66,90
27781,27781,Stephanie Fisher,F,9th,Rodriguez High School,79,90
27782,27782,Keith Freeman,M,11th,Rodriguez High School,64,97
27783,27783,Bryan Wheeler,M,12th,Rodriguez High School,79,70
27784,27784,Tammy Williams,F,10th,Rodriguez High School,88,75
27785,27785,Jennifer Mitchell,F,12th,Rodriguez High School,72,97
27786,27786,Carol Ho,F,10th,Rodriguez High School,73,78
27787,27787,Shawn Bond,M,12th,Rodriguez High School,91,56
27788,27788,Chelsea Casey,F,9th,Rodriguez High School,66,65
27789,27789,Hailey Richmond,F,9th,Rodriguez High School,68,83
27790,27790,Joseph Perez,M,12th,Rodriguez High School,80,96
27791,27791,Lauren Rice,F,11th,Rodriguez High School,91,96
27792,27792,Jason Armstrong,M,11th,Rodriguez High School,92,65
27793,27793,Jason Miller,M,12th,Rodriguez High School,93,91
27794,27794,Chad Kirby,M,11th,Rodriguez High School,85,63
27795,27795,Andrew Martinez,M,12th,Rodriguez High School,79,91
27796,27796,Adam Dean,M,9th,Rodriguez High School,72,79
27797,27797,Richard Parrish,M,9th,Rodriguez High School,67,63
27798,27798,Christy Mclaughlin,F,10th,Rodriguez High School,95,60
27799,27799,Timothy Sanchez,M,11th,Rodriguez High School,66,79
27800,27800,Kathryn Mitchell,F,9th,Rodriguez High School,91,80
27801,27801,Kimberly Ward,F,9th,Rodriguez High School,98,79
27802,27802,Darius Gutierrez,M,9th,Rodriguez High School,84,58
27803,27803,Megan Thompson,F,9th,Rodriguez High School,77,75
27804,27804,Daniel Thomas,M,12th,Rodriguez High School,76,74
27805,27805,Laura Clay,F,10th,Rodriguez High School,97,66
27806,27806,Elizabeth Moore,F,11th,Rodriguez High School,73,61
27807,27807,Hannah Gallagher,F,10th,Rodriguez High School,91,67
27808,27808,Ebony Williams,F,9th,Rodriguez High School,97,69
27809,27809,Laura Drake,F,10th,Rodriguez High School,92,89
27810,27810,Cameron French,M,11th,Rodriguez High School,99,97
27811,27811,Amber Williams,F,9th,Rodriguez High School,94,82
27812,27812,Laura Daniel,F,9th,Rodriguez High School,77,82
27813,27813,Alexander Moore,M,12th,Rodriguez High School,74,94
27814,27814,Philip Jones Jr.,M,9th,Rodriguez High School,82,82
27815,27815,Karina Gilbert,F,10th,Rodriguez High School,70,73
27816,27816,Steven Holt,M,9th,Rodriguez High School,69,94
27817,27817,Emma Ferguson,F,11th,Rodriguez High School,85,67
27818,27818,Charles Walker,M,10th,Rodriguez High School,74,61
27819,27819,Jaime Ryan,F,10th,Rodriguez High School,76,99
27820,27820,Thomas Johnston,M,12th,Rodriguez High School,86,98
27821,27821,Deborah Smith,F,11th,Rodriguez High School,90,88
27822,27822,Michael Cobb,M,9th,Rodriguez High School,65,55
27823,27823,Benjamin Stewart,M,11th,Rodriguez High School,77,69
27824,27824,Melissa Copeland,F,12th,Rodriguez High School,78,77
27825,27825,Nicolas Hardy,M,12th,Rodriguez High School,98,56
27826,27826,Carrie Clarke,F,10th,Rodriguez High School,78,68
27827,27827,Jason Cooper,M,10th,Rodriguez High School,92,81
27828,27828,Jane Carroll,F,10th,Rodriguez High School,84,56
27829,27829,Lisa Prince,F,10th,Rodriguez High School,71,81
27830,27830,Leslie Green,F,12th,Rodriguez High School,93,92
27831,27831,John Roberts,M,11th,Rodriguez High School,75,68
27832,27832,Joshua Adams,M,9th,Rodriguez High School,68,83
27833,27833,Dawn Hull,F,10th,Rodriguez High School,90,74
27834,27834,Tonya Johnson,F,11th,Rodriguez High School,87,79
27835,27835,Hannah Williams,F,9th,Rodriguez High School,80,70
27836,27836,Joseph Perez,M,9th,Rodriguez High School,79,71
27837,27837,Greg Joyce Jr.,M,9th,Rodriguez High School,77,88
27838,27838,Rebecca Molina,F,9th,Rodriguez High School,84,93
27839,27839,Lawrence Smith,M,10th,Rodriguez High School,68,76
27840,27840,Rachel Rojas,F,9th,Rodriguez High School,85,66
27841,27841,Tammy Richards,F,9th,Rodriguez High School,93,92
27842,27842,Kara Lynch,F,9th,Rodriguez High School,90,72
27843,27843,Jeremiah Lynch,M,9th,Rodriguez High School,65,98
27844,27844,Kathleen Winters,F,12th,Rodriguez High School,63,78
27845,27845,Linda King,F,10th,Rodriguez High School,72,65
27846,27846,Savannah Gonzalez,F,9th,Rodriguez High School,93,68
27847,27847,David White,M,11th,Rodriguez High School,67,90
27848,27848,Angel Garrett,F,9th,Rodriguez High School,84,62
27849,27849,Barbara Tran,F,10th,Rodriguez High School,68,93
27850,27850,Jeanne Crawford,F,11th,Rodriguez High School,92,79
27851,27851,Charles Henry,M,11th,Rodriguez High School,71,56
27852,27852,Joseph Lawrence,M,10th,Rodriguez High School,96,81
27853,27853,Sophia Conley,F,12th,Rodriguez High School,95,82
27854,27854,Jeffrey Ryan,M,9th,Rodriguez High School,90,59
27855,27855,Nathan Sandoval,M,12th,Rodriguez High School,73,72
27856,27856,Keith Martinez,M,10th,Rodriguez High School,83,66
27857,27857,Mary Walsh,F,12th,Rodriguez High School,64,65
27858,27858,Crystal Schwartz,F,9th,Rodriguez High School,84,59
27859,27859,Mary Duarte,F,9th,Rodriguez High School,81,71
27860,27860,Paul Cox,M,12th,Rodriguez High School,66,56
27861,27861,Edward Taylor,M,11th,Rodriguez High School,94,73
27862,27862,Andrea Thomas,F,9th,Rodriguez High School,80,75
27863,27863,Dylan Campos,M,9th,Rodriguez High School,88,90
27864,27864,William Ramirez,M,9th,Rodriguez High School,95,70
27865,27865,Tyler Harris,M,12th,Rodriguez High School,76,55
27866,27866,Sue Pratt,F,12th,Rodriguez High School,75,79
27867,27867,Ricky Brooks,M,10th,Rodriguez High School,80,57
27868,27868,Barbara Blake,F,9th,Rodriguez High School,65,79
27869,27869,Stephen Howe,M,11th,Rodriguez High School,95,84
27870,27870,Christina Hull,F,9th,Rodriguez High School,69,86
27871,27871,Jennifer Morgan,F,9th,Rodriguez High School,78,65
27872,27872,Benjamin Griffith,M,9th,Rodriguez High School,93,70
27873,27873,Cody Jackson,M,10th,Rodriguez High School,84,60
27874,27874,Raymond Combs,M,10th,Rodriguez High School,74,94
27875,27875,Daniel Buck,M,11th,Rodriguez High School,80,58
27876,27876,Caroline Ross,F,10th,Rodriguez High School,67,57
27877,27877,Kristopher Perez,M,11th,Rodriguez High School,99,86
27878,27878,Adam Wise,M,11th,Rodriguez High School,94,76
27879,27879,James Pruitt,M,10th,Rodriguez High School,69,59
27880,27880,Kirk Mullen,M,9th,Rodriguez High School,82,66
27881,27881,Heidi Mccoy,F,11th,Rodriguez High School,66,65
27882,27882,Kelly Foster,F,11th,Rodriguez High School,99,60
27883,27883,Lisa Garcia,F,11th,Rodriguez High School,66,56
27884,27884,Christina Bennett,F,10th,Rodriguez High School,81,70
27885,27885,Jesus Reyes,M,9th,Rodriguez High School,65,70
27886,27886,Paul Roberts,M,10th,Rodriguez High School,86,56
27887,27887,Anthony Wilson,M,9th,Rodriguez High School,97,91
27888,27888,Lisa Baker,F,9th,Rodriguez High School,76,94
27889,27889,Joseph Russell,M,10th,Rodriguez High School,68,76
27890,27890,Michelle Walton,F,12th,Rodriguez High School,97,63
27891,27891,Mary Sloan,F,12th,Rodriguez High School,91,56
27892,27892,Valerie Morrison,F,9th,Rodriguez High School,63,65
27893,27893,Donna Cherry,F,11th,Rodriguez High School,70,84
27894,27894,Jennifer Hughes,F,10th,Rodriguez High School,99,85
27895,27895,Daniel Wolfe,M,11th,Rodriguez High School,81,89
27896,27896,Lindsey Hanna,F,9th,Rodriguez High School,96,76
27897,27897,James Phillips,M,10th,Rodriguez High School,93,64
27898,27898,Toni Jimenez,F,11th,Rodriguez High School,93,84
27899,27899,Amanda Jimenez,F,9th,Rodriguez High School,90,75
27900,27900,Brianna Church,F,9th,Rodriguez High School,69,95
27901,27901,Samantha Kim,F,10th,Rodriguez High School,78,72
27902,27902,Dana Soto,F,9th,Rodriguez High School,81,70
27903,27903,Joshua King,M,9th,Rodriguez High School,74,57
27904,27904,Shane Elliott,M,10th,Rodriguez High School,80,65
27905,27905,Jennifer Scott,F,9th,Rodriguez High School,92,81
27906,27906,Jason Moore,M,11th,Rodriguez High School,89,68
27907,27907,Katherine Smith,F,11th,Rodriguez High School,91,63
27908,27908,Jessica Walton,F,9th,Rodriguez High School,70,82
27909,27909,Matthew Mitchell,M,12th,Rodriguez High School,78,63
27910,27910,Kristen Palmer,F,9th,Rodriguez High School,88,68
27911,27911,Eric Phillips,M,9th,Rodriguez High School,83,83
27912,27912,Julie Khan,F,11th,Rodriguez High School,77,82
27913,27913,Stephanie Mcclure,F,9th,Rodriguez High School,93,89
27914,27914,Leonard Henry,M,12th,Rodriguez High School,89,82
27915,27915,Stacey Coleman,F,11th,Rodriguez High School,76,71
27916,27916,Jose Crawford,M,11th,Rodriguez High School,64,57
27917,27917,Todd Mitchell,M,10th,Rodriguez High School,73,67
27918,27918,Margaret Chavez,F,9th,Rodriguez High School,89,61
27919,27919,Jonathan Marshall,M,10th,Rodriguez High School,87,88
27920,27920,Debbie Gonzales,F,9th,Rodriguez High School,95,73
27921,27921,Paul Lee,M,11th,Rodriguez High School,85,57
27922,27922,Tiffany Santos,F,9th,Rodriguez High School,68,76
27923,27923,Marilyn Perez,F,10th,Rodriguez High School,94,93
27924,27924,Julia Rivers,F,11th,Rodriguez High School,94,98
27925,27925,Jonathan Jacobs,M,10th,Rodriguez High School,64,76
27926,27926,Jenna Perkins,F,9th,Rodriguez High School,73,85
27927,27927,Patrick Heath,M,10th,Rodriguez High School,93,88
27928,27928,Aaron Wilson,M,12th,Rodriguez High School,95,69
27929,27929,Derek Robinson,M,9th,Rodriguez High School,67,63
27930,27930,Laura Farrell,F,11th,Rodriguez High School,65,66
27931,27931,Daniel Mckinney,M,9th,Rodriguez High School,79,65
27932,27932,Laura Gallegos,F,11th,Rodriguez High School,98,67
27933,27933,Lisa Walker,F,10th,Rodriguez High School,74,56
